,location,size,total_sqft,bath,price,bhk,price_per_sqft
10128,Kengeri,1 BHK,600,1,35,1,5833.333333
10129,Whitefield,2 BHK,1160,2,39,2,3362.068966
10130,other,3 BHK,1950,2,89.5,3,4589.74359
10131,Vittasandra,3 BHK,1650,3,85,3,5151.515152
10132,other,4 Bedroom,2400,4,150,4,6250
10133,Abbigere,2 BHK,795,1,32.6,2,4100.628931
10134,other,5 Bedroom,800,5,95,5,11875
10135,TC Palaya,5 Bedroom,1400,5,97,5,6928.571429
10136,Kalyan nagar,3 BHK,2285,4,165,3,7221.006565
10137,Haralur Road,2 BHK,1243,2,46,2,3700.724055
10138,other,2 BHK,1263,2,51.5,2,4077.593032
10139,other,5 BHK,1200,4,115,5,9583.333333
10140,Hennur,3 BHK,1345,2,69,3,5130.111524
10141,other,5 Bedroom,4400,5,240,5,5454.545455
10142,Electronic City,3 BHK,1360,2,58,3,4264.705882
10143,Sarjapur  Road,2 BHK,1026,2,60.55,2,5901.559454
10144,other,2 BHK,1050,2,38,2,3619.047619
10145,Uttarahalli,3 BHK,1460,3,76,3,5205.479452
10146,other,3 BHK,1525,2,91.48,3,5998.688525
10147,Kanakpura Road,3 BHK,1843,3,85,3,4612.045578
10148,Ananth Nagar,2 BHK,1000,2,25,2,2500
10149,Koramangala,3 BHK,1642,2,115,3,7003.65408
10150,TC Palaya,3 Bedroom,1200,2,66,3,5500
10151,other,2 BHK,975,2,60,2,6153.846154
10152,Bisuvanahalli,3 BHK,1075,2,44,3,4093.023256
10153,Panathur,2 BHK,1210,2,77.93,2,6440.495868
10154,other,3 BHK,2000,3,100,3,5000
10155,Akshaya Nagar,2 BHK,1225,2,68,2,5551.020408
10156,Jakkur,2 BHK,1290,2,80.04,2,6204.651163
10157,other,2 BHK,1220,2,56,2,4590.163934
10158,other,1 Bedroom,1500,2,85,1,5666.666667
10159,Kaggadasapura,2 BHK,1361,2,79,2,5804.555474
10160,Frazer Town,5 Bedroom,2801.25,4,462,5,16492.63722
10161,1st Phase JP Nagar,2 BHK,1394,2,85,2,6097.560976
10162,Yelahanka,2 BHK,870,2,27,2,3103.448276
10163,other,4 Bedroom,5000,5,300,4,6000
10164,Rajaji Nagar,2 BHK,1222,2,98,2,8019.639935
10165,Hebbal,2 BHK,1420,2,99.39,2,6999.295775
10166,Bellandur,3 BHK,1846,3,135,3,7313.109426
10167,Benson Town,2 Bedroom,1688.12,2,270,2,15994.12364
10168,Yeshwanthpur,2 BHK,1167,2,64.08,2,5491.002571
10169,Ananth Nagar,2 BHK,902,2,25,2,2771.618625
10170,Kannamangala,4 BHK,2422,4,135,4,5573.905863
10171,Rachenahalli,2 BHK,1050,2,52.5,2,5000
10172,other,2 BHK,1000,2,50,2,5000
10173,Kundalahalli,2 BHK,1260,2,58,2,4603.174603
10174,Banashankari Stage II,3 Bedroom,3000,3,450,3,15000
10175,Jigani,2 BHK,939,2,39,2,4153.354633
10176,Konanakunte,9 Bedroom,1590,6,150,9,9433.962264
10177,Jalahalli,1 Bedroom,600,1,37,1,6166.666667
10178,8th Phase JP Nagar,2 BHK,1298,2,59,2,4545.454545
10179,Marathahalli,3 BHK,1710,3,135,3,7894.736842
10180,Subramanyapura,2 BHK,1000,2,45,2,4500
10181,Ramagondanahalli,3 BHK,3350,3,150,3,4477.61194
10182,other,2 Bedroom,1200,4,138,2,11500
10183,other,2 BHK,1100,2,68,2,6181.818182
10184,Jalahalli,1 BHK,615,1,46,1,7479.674797
10185,Sarjapur  Road,2 BHK,1350,2,85,2,6296.296296
10186,Sultan Palaya,4 Bedroom,5000,5,325,4,6500
10187,Cunningham Road,3 BHK,2700,3,501,3,18555.55556
10188,other,6 Bedroom,4000,6,460,6,11500
10189,Hegde Nagar,3 BHK,1718,3,130,3,7566.9383
10190,7th Phase JP Nagar,3 BHK,1680,3,112,3,6666.666667
10191,Hulimavu,2 Bedroom,1500,2,90,2,6000
10192,Sarjapur  Road,3 BHK,1157,2,72,3,6222.990493
10193,Akshaya Nagar,2 BHK,1179,2,51,2,4325.699746
10194,Hulimavu,2 BHK,1315,2,60.48,2,4599.239544
10195,other,2 BHK,1105,2,28.18,2,2550.226244
10196,Banashankari,3 BHK,1800,3,175,3,9722.222222
10197,Jalahalli East,2 BHK,1010,2,52,2,5148.514851
10198,Electronic City,1 BHK,630,1,46,1,7301.587302
10199,Anekal,2 Bedroom,1200,2,36.1,2,3008.333333
10200,Kaval Byrasandra,2 BHK,1025,2,60,2,5853.658537
10201,Hennur Road,2 BHK,1195,2,59,2,4937.238494
10202,Whitefield,2 BHK,1012,2,58,2,5731.225296
10203,Hegde Nagar,3 BHK,1884,4,118,3,6263.269639
10204,Sarjapura - Attibele Road,2 BHK,1090,2,37,2,3394.495413
10205,Kathriguppe,3 BHK,1300,3,77.99,3,5999.230769
10206,other,4 BHK,2950,4,250,4,8474.576271
10207,Harlur,3 BHK,1710,3,85,3,4970.760234
10208,Uttarahalli,3 BHK,1500,3,68,3,4533.333333
10209,Kodichikkanahalli,3 BHK,1310,2,53,3,4045.801527
10210,Dommasandra,2 BHK,674,1,19.9,2,2952.522255
10211,Hoodi,3 BHK,1350,3,70,3,5185.185185
10212,other,3 BHK,1464,2,115,3,7855.191257
10213,Marsur,3 BHK,715,2,29,3,4055.944056
10214,Electronic City,3 BHK,1400,2,40.45,3,2889.285714
10215,Electronic City Phase II,3 BHK,1625,2,48.75,3,3000
10216,Electronic City,2 BHK,1065,2,30.76,2,2888.262911
10217,Kumaraswami Layout,6 Bedroom,510,4,70,6,13725.4902
10218,other,3 BHK,1385,3,90,3,6498.194946
10219,CV Raman Nagar,2 BHK,1040,2,50,2,4807.692308
10220,Haralur Road,3 BHK,1817,3,110,3,6053.935058
10221,other,2 BHK,1205,2,47,2,3900.414938
10222,other,2 BHK,1070,2,33.43,2,3124.299065
10223,other,2 BHK,1070,2,52,2,4859.813084
10224,Amruthahalli,2 BHK,1340,2,75,2,5597.014925
10225,Kalena Agrahara,2 BHK,980,2,35,2,3571.428571
10226,8th Phase JP Nagar,2 BHK,1006,2,44,2,4373.757455
10227,Thanisandra,2 BHK,1098,2,71,2,6466.302368
10228,Mico Layout,2 BHK,1200,2,53.5,2,4458.333333
10229,Thigalarapalya,4 BHK,4190,4,325,4,7756.563246
10230,Sarjapur  Road,2 BHK,1019,2,62,2,6084.396467
10231,Whitefield,2 BHK,1150,2,40.21,2,3496.521739
10232,Anekal,3 Bedroom,1733.5,3,120,3,6922.411307
10233,other,2 BHK,1415,2,120,2,8480.565371
10234,other,3 BHK,1750,3,58,3,3314.285714
10235,other,3 BHK,1537,3,81,3,5270.006506
10236,other,2 BHK,1050,2,45,2,4285.714286
10237,Kanakpura Road,3 BHK,1452,3,55.6,3,3829.201102
10238,Domlur,2 BHK,1246,2,95,2,7624.398074
10239,Yelahanka,3 BHK,1890,4,85,3,4497.354497
10240,Electronic City Phase II,2 BHK,972,2,40,2,4115.226337
10241,other,4 Bedroom,10624,4,2340,4,22025.60241
10242,Brookefield,4 Bedroom,1500,5,160,4,10666.66667
10243,Electronic City,1 BHK,630,1,33.7,1,5349.206349
10244,Kothanur,8 Bedroom,1050,5,80,8,7619.047619
10245,other,3 BHK,1255,2,60,3,4780.876494
10246,Ramamurthy Nagar,4 Bedroom,1900,4,185,4,9736.842105
10247,Doddaballapur,3 Bedroom,2440,3,142,3,5819.672131
10248,Kanakpura Road,3 BHK,1938,3,92.69,3,4782.765738
10249,Bannerghatta Road,3 BHK,1711,3,125,3,7305.669199
10250,Nagarbhavi,5 Bedroom,1200,4,240,5,20000
10251,CV Raman Nagar,2 BHK,1392,2,95,2,6824.712644
10252,Haralur Road,2 BHK,1225,2,77,2,6285.714286
10253,Sarjapur  Road,4 BHK,3418,3,235,4,6875.365711
10254,Green Glen Layout,3 BHK,1750,3,120,3,6857.142857
10255,Subramanyapura,3 BHK,1260,2,80,3,6349.206349
10256,Sarjapur  Road,1 BHK,691,1,31.1,1,4500.723589
10257,BTM 2nd Stage,4 Bedroom,2400,3,400,4,16666.66667
10258,Haralur Road,2 BHK,1285,2,78,2,6070.038911
10259,Hebbal,3 BHK,1590,3,96,3,6037.735849
10260,9th Phase JP Nagar,3 BHK,1571,3,65,3,4137.492043
10261,Hebbal Kempapura,5 Bedroom,2800,5,220,5,7857.142857
10262,Garudachar Palya,2 BHK,1060,2,48.66,2,4590.566038
10263,Hennur,2 BHK,1255,2,58,2,4621.513944
10264,other,4 Bedroom,702,4,65,4,9259.259259
10265,other,3 Bedroom,2400,2,185,3,7708.333333
10266,Bannerghatta Road,3 BHK,1520,2,81,3,5328.947368
10267,other,2 BHK,1170,2,45.51,2,3889.74359
10268,OMBR Layout,3 BHK,1580,3,75,3,4746.835443
10269,Ardendale,3 BHK,1777.26,3,89,3,5007.708495
10270,Raja Rajeshwari Nagar,2 BHK,1303,2,55.78,2,4280.890253
10271,Kodichikkanahalli,2 BHK,1680,2,59,2,3511.904762
10272,Whitefield,3 BHK,1495,2,70,3,4682.274247
10273,Yelahanka,3 BHK,1835,3,108,3,5885.558583
10274,Banjara Layout,3 Bedroom,610,3,60,3,9836.065574
10275,other,2 BHK,1080,2,38,2,3518.518519
10276,Electronic City,2 BHK,1025,2,29.61,2,2888.780488
10277,Haralur Road,2 BHK,1225,2,67.48,2,5508.571429
10278,Balagere,1 BHK,656,1,34.77,1,5300.304878
10279,Sarjapur  Road,2 BHK,994,2,45,2,4527.162978
10280,other,2 BHK,1025,2,65,2,6341.463415
10281,Marathahalli,2 BHK,1156,2,52,2,4498.269896
10282,JP Nagar,2 BHK,1250,2,60,2,4800
10283,Kundalahalli,4 Bedroom,3092,4,230,4,7438.5511
10284,Hegde Nagar,3 BHK,1930,4,122,3,6321.243523
10285,other,2 BHK,1020,2,70,2,6862.745098
10286,Kumaraswami Layout,3 BHK,1310,2,70,3,5343.51145
10287,Jalahalli,1 BHK,612.5,1,27.565,1,4500.408163
10288,Kanakpura Road,2 BHK,1322,2,70,2,5295.007564
10289,Kothanur,2 BHK,1160,2,57,2,4913.793103
10290,5th Block Hbr Layout,2 BHK,1100,2,48,2,4363.636364
10291,Lakshminarayana Pura,3 BHK,1720,3,150,3,8720.930233
10292,Hosur Road,3 BHK,1689,3,103,3,6098.283008
10293,Chikkalasandra,2 BHK,1090,2,47.42,2,4350.458716
10294,KR Puram,2 BHK,2000,2,75,2,3750
10295,other,2 BHK,1155,2,69,2,5974.025974
10296,Vishveshwarya Layout,6 Bedroom,4000,6,230,6,5750
10297,Sarjapur  Road,4 Bedroom,3913,5,176,4,4497.827754
10298,Hebbal,3 BHK,3520,5,320,3,9090.909091
10299,JP Nagar,2 BHK,1125,2,39.98,2,3553.777778
10300,Yelahanka,3 BHK,1847,3,92,3,4981.050352
10301,7th Phase JP Nagar,3 BHK,1515,2,76,3,5016.50165
10302,Raja Rajeshwari Nagar,8 Bedroom,3450,7,225,8,6521.73913
10303,Yelahanka,5 Bedroom,2500,3,120,5,4800
10304,Sarjapur  Road,2 BHK,1130,2,55,2,4867.256637
10305,Bellandur,2 BHK,1049,2,51,2,4861.773117
10306,Amruthahalli,3 BHK,2650,4,175,3,6603.773585
10307,Varthur Road,2 BHK,850,2,25.4,2,2988.235294
10308,Badavala Nagar,3 BHK,1842,3,115,3,6243.213898
10309,other,5 Bedroom,2600,5,370,5,14230.76923
10310,Jakkur,2 BHK,1282,2,72,2,5616.224649
10311,Kalena Agrahara,2 BHK,800,2,40,2,5000
10312,other,4 Bedroom,1200,4,240,4,20000
10313,Chandapura,3 BHK,1190,2,30.35,3,2550.420168
10314,Magadi Road,3 BHK,1318,2,68,3,5159.332322
10315,Kanakpura Road,2 BHK,1698,2,105,2,6183.745583
10316,other,3 BHK,2030,2,182,3,8965.517241
10317,Kammasandra,3 BHK,1276,2,31.9,3,2500
10318,other,3 BHK,1555,2,67,3,4308.681672
10319,Sarjapur  Road,3 BHK,1881,3,145,3,7708.665603
10320,other,3 BHK,2900,3,325,3,11206.89655
10321,Yelahanka,3 BHK,1890,3,109,3,5767.195767
10322,other,5 BHK,900,5,135,5,15000
10323,Old Madras Road,2 BHK,935,2,32,2,3422.459893
10324,Cox Town,2 BHK,1000,2,58,2,5800
10325,Singasandra,3 BHK,1510,3,75,3,4966.887417
10326,Uttarahalli,2 BHK,1120,2,50,2,4464.285714
10327,Ananth Nagar,2 BHK,930,2,25.99,2,2794.623656
10328,Electronic City,3 BHK,1160,2,42,3,3620.689655
10329,Raja Rajeshwari Nagar,2 BHK,1419,2,48.1,2,3389.711064
10330,Talaghattapura,2 BHK,1175,2,62,2,5276.595745
10331,Bellandur,3 BHK,1350,2,63,3,4666.666667
10332,Malleshwaram,3 BHK,2215,3,330,3,14898.41986
10333,Attibele,2 BHK,996,2,24.9,2,2500
10334,Anjanapura,2 BHK,1076,2,30.13,2,2800.185874
10335,other,4 BHK,2180,4,115,4,5275.229358
10336,Kasavanhalli,3 BHK,1715,3,112,3,6530.612245
10337,Hebbal,2 BHK,1072,2,45,2,4197.761194
10338,Panathur,2 BHK,1230,2,80,2,6504.065041
10339,Murugeshpalya,3 BHK,1600,2,65,3,4062.5
10340,Thanisandra,3 BHK,1411,3,93.25,3,6608.788094
10341,Rayasandra,5 BHK,3600,5,145,5,4027.777778
10342,Jalahalli,3 BHK,2404,3,138,3,5740.432612
10343,Sahakara Nagar,4 Bedroom,1200,4,190,4,15833.33333
10344,Nagarbhavi,3 Bedroom,1200,3,226,3,18833.33333
10345,Doddathoguru,3 BHK,1208,3,45,3,3725.165563
10346,Yeshwanthpur,5 Bedroom,1700,5,300,5,17647.05882
10347,Haralur Road,2 BHK,1225,2,69.84,2,5701.22449
10348,Hebbal,2 BHK,1162,2,69,2,5938.037866
10349,Thanisandra,3 BHK,1262,2,65,3,5150.554675
10350,other,2 BHK,1050,2,35,2,3333.333333
10351,Electronic City Phase II,2 BHK,1160,2,33.51,2,2888.793103
10352,Channasandra,3 Bedroom,1500,3,61.95,3,4130
10353,other,3 BHK,1610,3,85,3,5279.503106
10354,Whitefield,2 BHK,1340,2,41,2,3059.701493
10355,Sarjapur  Road,3 BHK,2275,4,182,3,8000
10356,Budigere,2 BHK,1162,2,58,2,4991.394148
10357,other,2 Bedroom,1500,2,145,2,9666.666667
10358,other,4 Bedroom,3150,3,135,4,4285.714286
10359,Hosa Road,2 BHK,1170,2,65,2,5555.555556
10360,Sarjapur  Road,2 BHK,980,2,25,2,2551.020408
10361,Channasandra,3 BHK,1800,3,60,3,3333.333333
10362,Banashankari Stage VI,3 BHK,1423,2,71.73,3,5040.75896
10363,Kaggadasapura,2 BHK,1106,2,40,2,3616.636528
10364,Kereguddadahalli,2 BHK,1105,2,27.6,2,2497.737557
10365,Cunningham Road,4 Bedroom,7500,6,1800,4,24000
10366,other,2 BHK,1255,2,56.7,2,4517.928287
10367,Sarjapur  Road,3 BHK,1525,2,65,3,4262.295082
10368,Babusapalaya,2 BHK,1061,2,38.95,2,3671.065033
10369,other,2 Bedroom,600,2,29.5,2,4916.666667
10370,Electronic City Phase II,3 BHK,1400,2,40.45,3,2889.285714
10371,Domlur,3 BHK,2100,3,145,3,6904.761905
10372,Electronic City,2 BHK,660,1,16.5,2,2500
10373,Kengeri,2 BHK,633,1,18,2,2843.601896
10374,Indira Nagar,2 BHK,1260,2,120,2,9523.809524
10375,ITPL,2 BHK,907,2,55.43,2,6111.356119
10376,Hennur Road,3 BHK,2047,3,67.55,3,3299.951148
10377,other,4 BHK,2597,4,189,4,7277.628032
10378,Bellandur,2 BHK,1211,2,63,2,5202.312139
10379,Hennur Road,3 BHK,1904,3,129,3,6775.210084
10380,Balagere,2 BHK,1205,2,73.87,2,6130.290456
10381,Yeshwanthpur,2 BHK,1164,2,64.08,2,5505.154639
10382,other,2 BHK,1410,2,73,2,5177.304965
10383,other,2 BHK,1150,2,42,2,3652.173913
10384,other,2 BHK,1170,2,53.11,2,4539.316239
10385,Hennur,2 BHK,1420,2,62,2,4366.197183
10386,Panathur,2 BHK,1125,2,45,2,4000
10387,NRI Layout,3 BHK,1789,3,75,3,4192.286193
10388,Hulimavu,2 BHK,1021,2,76,2,7443.682664
10389,Ananth Nagar,2 BHK,1074,2,26.85,2,2500
10390,Kalena Agrahara,2 BHK,1222,2,48,2,3927.986907
10391,Hennur Road,3 BHK,1981,3,134,3,6764.260475
10392,Yelachenahalli,2 BHK,1103,2,55,2,4986.400725
10393,other,2 BHK,1201,2,65,2,5412.156536
10394,Sarjapur  Road,2 BHK,970,2,36,2,3711.340206
10395,Sarjapur,2 BHK,920,2,33,2,3586.956522
10396,Yeshwanthpur,3 BHK,1520,3,85,3,5592.105263
10397,other,3 Bedroom,675,3,75,3,11111.11111
10398,Sonnenahalli,3 BHK,1268,2,75,3,5914.826498
10399,other,1 BHK,660,1,30,1,4545.454545
10400,Harlur,3 BHK,1755,3,115,3,6552.706553
10401,Hoskote,2 BHK,945,2,35,2,3703.703704
10402,8th Phase JP Nagar,1 BHK,500,1,33,1,6600
10403,Harlur,4 BHK,2820,4,153.5,4,5443.262411
10404,Bommenahalli,4 Bedroom,1632,3,140,4,8578.431373
10405,Rachenahalli,2 BHK,1167,2,37.5,2,3213.367609
10406,Domlur,2 BHK,1276,2,80,2,6269.592476
10407,Thanisandra,2 BHK,1234,2,51,2,4132.901135
10408,Lakshminarayana Pura,2 BHK,1180,2,75,2,6355.932203
10409,ISRO Layout,3 BHK,1370,2,87,3,6350.364964
10410,Chandapura,2 BHK,1015,2,25.88,2,2549.753695
10411,other,9 Bedroom,1200,9,230,9,19166.66667
10412,Electronic City,3 Bedroom,1400,3,90,3,6428.571429
10413,Whitefield,5 Bedroom,1500,6,155,5,10333.33333
10414,other,2 Bedroom,1050,2,40,2,3809.52381
10415,Ramagondanahalli,2 BHK,1251,2,46,2,3677.058353
10416,Yeshwanthpur,3 BHK,1677,3,92.13,3,5493.738819
10417,Sarjapur  Road,2 BHK,1346,2,67.38,2,5005.943536
10418,Electronic City Phase II,2 BHK,1090,2,31.48,2,2888.073394
10419,2nd Stage Nagarbhavi,5 Bedroom,1200,4,240,5,20000
10420,Kanakapura,3 BHK,1290,2,51.1,3,3961.24031
10421,Rajaji Nagar,5 BHK,7514,7,1500,5,19962.73623
10422,Sarjapur  Road,3 BHK,1881,3,145,3,7708.665603
10423,Garudachar Palya,2 BHK,1150,2,52,2,4521.73913
10424,other,2 Bedroom,,2,200,2,
10425,Sarjapur,3 Bedroom,2690,3,295,3,10966.54275
10426,Kanakpura Road,3 BHK,1200,2,42,3,3500
10427,other,2 BHK,,2,40,2,
10428,other,3 BHK,2735,4,340,3,12431.44424
10429,other,2 BHK,950,2,65,2,6842.105263
10430,Bommasandra Industrial Area,3 BHK,1491,3,40.5,3,2716.297787
10431,Ramamurthy Nagar,2 BHK,1050,2,51.66,2,4920
10432,Hoodi,3 BHK,1660,3,131,3,7891.566265
10433,Nagavarapalya,2 BHK,1134,2,55,2,4850.088183
10434,Hebbal,2 BHK,1100,2,60,2,5454.545455
10435,Magadi Road,4 Bedroom,800,4,60,4,7500
10436,Anekal,2 Bedroom,1200,2,36.1,2,3008.333333
10437,Nagarbhavi,4 Bedroom,1200,4,240,4,20000
10438,other,3 Bedroom,980,3,80,3,8163.265306
10439,other,2 BHK,1080,2,37.8,2,3500
10440,CV Raman Nagar,1 BHK,705,2,50,1,7092.198582
10441,other,3 BHK,1200,2,35,3,2916.666667
10442,Anandapura,2 BHK,1200,2,50,2,4166.666667
10443,Talaghattapura,3 BHK,1804,3,127,3,7039.911308
10444,other,2 BHK,750,2,20,2,2666.666667
10445,other,2 BHK,420,1,25,2,5952.380952
10446,Malleshwaram,4 BHK,2800,4,252,4,9000
10447,Battarahalli,2 BHK,1090,2,38.37,2,3520.183486
10448,R.T. Nagar,2 Bedroom,1500,2,230,2,15333.33333
10449,Electronic City,3 BHK,1287,3,55,3,4273.504274
10450,Thigalarapalya,3 BHK,2215,4,157,3,7088.036117
10451,Kadubeesanahalli,4 Bedroom,2800,4,375,4,13392.85714
10452,Sarjapur  Road,2 BHK,1045,2,42.15,2,4033.492823
10453,Hormavu,2 BHK,1263,2,47.36,2,3749.802059
10454,Whitefield,3 BHK,1431,3,85,3,5939.902166
10455,Dommasandra,2 BHK,999,2,32.9,2,3293.293293
10456,Vittasandra,3 BHK,1650,3,85.5,3,5181.818182
10457,other,3 BHK,1535,3,72,3,4690.553746
10458,Marathahalli,4 BHK,2524,5,180,4,7131.537242
10459,Kanakpura Road,3 BHK,1300,3,69,3,5307.692308
10460,other,3 Bedroom,600,3,125,3,20833.33333
10461,7th Phase JP Nagar,3 BHK,2095,3,150,3,7159.904535
10462,Yelahanka New Town,1 BHK,284,1,8,1,2816.901408
10463,Ananth Nagar,1 BHK,500,1,14,1,2800
10464,other,2 BHK,1265,2,68,2,5375.494071
10465,Kudlu Gate,2 BHK,1215,2,44.96,2,3700.411523
10466,Yelahanka New Town,2 Bedroom,2200,2,180,2,8181.818182
10467,Electronics City Phase 1,2 BHK,1028,2,51,2,4961.089494
10468,Hegde Nagar,3 BHK,1835,2,92,3,5013.623978
10469,Munnekollal,3 BHK,1800,3,65,3,3611.111111
10470,1st Phase JP Nagar,3 BHK,2077,3,175,3,8425.613866
10471,Sarjapur  Road,4 Bedroom,2880,3,211,4,7326.388889
10472,other,6 BHK,499,5,89,6,17835.67134
10473,Dasanapura,2 BHK,708,2,31.15,2,4399.717514
10474,Basavangudi,2 BHK,1200,2,120,2,10000
10475,Hosakerehalli,2 BHK,925,2,46.25,2,5000
10476,Bannerghatta Road,3 Bedroom,2826,3,148,3,5237.084218
10477,Kanakpura Road,1 BHK,458,1,33.66,1,7349.344978
10478,other,4 Bedroom,3500,4,150,4,4285.714286
10479,other,4 Bedroom,5400,4,250,4,4629.62963
10480,other,4 Bedroom,1000,5,200,4,20000
10481,Amruthahalli,3 BHK,1450,2,90,3,6206.896552
10482,Kasavanhalli,2 BHK,1100,2,65,2,5909.090909
10483,Kadubeesanahalli,2 BHK,1185,2,55,2,4641.350211
10484,9th Phase JP Nagar,4 Bedroom,1900,4,80,4,4210.526316
10485,TC Palaya,2 Bedroom,1200,2,70,2,5833.333333
10486,other,1 BHK,660,1,35,1,5303.030303
10487,Ambedkar Nagar,3 BHK,1920,4,121,3,6302.083333
10488,Jalahalli,2 Bedroom,1200,2,130,2,10833.33333
10489,1st Phase JP Nagar,4 BHK,4550,2,240,4,5274.725275
10490,Bhoganhalli,2 BHK,1205,2,68.32,2,5669.709544
10491,Haralur Road,2 BHK,1200,2,46,2,3833.333333
10492,Akshaya Nagar,3 BHK,1421,2,73,3,5137.227305
10493,6th Phase JP Nagar,3 BHK,1250,3,48.9,3,3912
10494,Whitefield,1 BHK,524,1,29,1,5534.351145
10495,HSR Layout,5 Bedroom,4200,5,245,5,5833.333333
10496,Thubarahalli,3 BHK,1540,3,90,3,5844.155844
10497,Sarjapur  Road,2 BHK,984,2,45.91,2,4665.650407
10498,Rachenahalli,2 BHK,985,2,50.17,2,5093.401015
10499,Whitefield,4 BHK,2830,4,161,4,5689.045936
10500,other,2 BHK,1140,2,60,2,5263.157895
10501,5th Block Hbr Layout,5 Bedroom,3600,5,130,5,3611.111111
10502,Begur Road,3 BHK,1410,2,44.42,3,3150.35461
10503,Raja Rajeshwari Nagar,3 BHK,1700,2,86,3,5058.823529
10504,Devanahalli,2 BHK,1360,2,62.425,2,4590.073529
10505,Electronic City,4 Bedroom,1800,3,700,4,38888.88889
10506,Dasarahalli,2 BHK,1333,2,86.65,2,6500.375094
10507,Electronic City,2 BHK,1258,2,85.5,2,6796.502385
10508,other,3 BHK,1458,2,87,3,5967.078189
10509,Electronic City,2 BHK,1386,2,85,2,6132.756133
10510,Electronic City Phase II,2 BHK,1140,2,32.92,2,2887.719298
10511,Electronic City,1 RK,550,1,27,1,4909.090909
10512,Lakshminarayana Pura,2 BHK,1200,2,83,2,6916.666667
10513,other,2 BHK,1081,2,39,2,3607.770583
10514,Whitefield,4 BHK,2135,3,149,4,6978.922717
10515,Whitefield,4 Bedroom,2500,4,100,4,4000
10516,other,2 BHK,1178,2,80,2,6791.171477
10517,Devarachikkanahalli,2 BHK,991,2,40,2,4036.326942
10518,Gottigere,3 BHK,1493,2,90,3,6028.131279
10519,Subramanyapura,3 BHK,2495,3,130,3,5210.420842
10520,Kammasandra,2 BHK,1080,2,31.99,2,2962.037037
10521,Dasanapura,2 BHK,814,2,53,2,6511.056511
10522,Electronic City,2 BHK,1025,2,50,2,4878.04878
10523,Bannerghatta Road,2 BHK,1115,2,61,2,5470.852018
10524,Whitefield,4 BHK,3075,2,188,4,6113.821138
10525,other,7 Bedroom,1900,3,162,7,8526.315789
10526,Whitefield,3 BHK,1760,3,160,3,9090.909091
10527,other,7 BHK,4000,8,150,7,3750
10528,Marathahalli,4 Bedroom,3090,4,350,4,11326.86084
10529,other,4 Bedroom,2700,4,295,4,10925.92593
10530,other,2 BHK,1175,2,52.86,2,4498.723404
10531,Hebbal,4 BHK,4235,5,364,4,8595.041322
10532,KR Puram,2 BHK,1100,2,45,2,4090.909091
10533,Banashankari Stage VI,8 Bedroom,1200,7,175,8,14583.33333
10534,Banashankari,2 BHK,1450,2,50.75,2,3500
10535,6th Phase JP Nagar,3 BHK,1810,3,131,3,7237.569061
10536,other,3 BHK,1426,2,71,3,4978.962132
10537,Sector 7 HSR Layout,3 BHK,2400,2,195,3,8125
10538,Kalyan nagar,2 BHK,1100,2,70,2,6363.636364
10539,Electronic City Phase II,1 BHK,650,1,35,1,5384.615385
10540,Old Madras Road,3 BHK,1350,3,47.25,3,3500
10541,Kaikondrahalli,2 BHK,900,2,27,2,3000
10542,Billekahalli,2 BHK,1360,2,110,2,8088.235294
10543,Yeshwanthpur,1 BHK,674,1,36.85,1,5467.35905
10544,Whitefield,3 BHK,1655,3,110,3,6646.52568
10545,other,2 Bedroom,1300,2,95,2,7307.692308
10546,other,1 BHK,936,1,53,1,5662.393162
10547,other,2 BHK,1277,2,92,2,7204.385278
10548,other,2 BHK,1200,2,54,2,4500
10549,Hormavu,2 BHK,1015,2,39.08,2,3850.246305
10550,Budigere,2 BHK,1153,2,60,2,5203.816132
10551,Kengeri,2 BHK,1035,2,51.5,2,4975.845411
10552,KR Puram,5 BHK,3300,3,255,5,7727.272727
10553,Uttarahalli,2 BHK,1150,2,46,2,4000
10554,Malleshwaram,2 BHK,1020,2,80,2,7843.137255
10555,Old Madras Road,4 BHK,3715,6,212.5,4,5720.053836
10556,8th Phase JP Nagar,2 BHK,1160,2,95,2,8189.655172
10557,Bisuvanahalli,3 BHK,1075,2,31,3,2883.72093
10558,Brookefield,2 BHK,1225,2,72,2,5877.55102
10559,Benson Town,4 Bedroom,5000,5,950,4,19000
10560,other,2 Bedroom,1600,2,160,2,10000
10561,Malleshwaram,2 Bedroom,600,1,90,2,15000
10562,other,3 BHK,1350,3,60,3,4444.444444
10563,Kanakpura Road,3 BHK,1300,3,69,3,5307.692308
10564,Channasandra,2 BHK,830,2,36.28,2,4371.084337
10565,Hennur Road,2 BHK,1155,2,69.18,2,5989.61039
10566,Sarakki Nagar,4 BHK,3126,5,345,4,11036.46833
10567,Jalahalli,2 BHK,905,2,55,2,6077.348066
10568,Vijayanagar,3 BHK,1375,2,75,3,5454.545455
10569,Electronic City,2 BHK,1140,2,33.84,2,2968.421053
10570,Hormavu,3 BHK,1550,2,60,3,3870.967742
10571,Kannamangala,2 BHK,957,2,55,2,5747.126437
10572,9th Phase JP Nagar,2 BHK,890,2,45,2,5056.179775
10573,KR Puram,4 BHK,3000,4,235,4,7833.333333
10574,Electronic City,2 BHK,1070,2,55,2,5140.186916
10575,other,5 Bedroom,2400,5,150,5,6250
